id,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,financial_loss_amount,sentiment_score,urgency_score,duration_of_ordeal_days,interaction_count,scam_archetype,communication_vector,payment_mechanism,company_behavior_flags,life_impact_categories,consumer_vulnerability_tags,regulatory_issues,third_party_entities,linked_financial_institutions
a92aea5f-da5a-4702-a5cf-ac1480520642,12/20/23,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,"On Tuesday XX/XX/23 I dropped off a package to USPS. Maybe an hour or two later after I dropped off the package, I received a text message that said they could not send my USPS package and needed my credit card info to return the package.The text message had a link to click on and asked for my name, my address, phone number, and email address. Because I had just sent a package earlier in the day I thought this was a legitimate text from USPS and clicked on the link on the text message and put in all the required information. I entered my name, address, phone number, email address and entered my Synchrony Bank TJX rewards master card information. 

Two days later on XX/XX/23 at XXXX, I receive an email from DICKS Sporting Goods saying I just made an online purchase of {$980.00} for items I never bought and never authorized. I immediately called the number on the back of my TJX rewards mastercard to report the unauthorized charges and to close my account and send me a new credit card. At XXXXXXXX XXXX  that same night, I receive another email from DICKS Sporting Goods saying the items are ready to be picked up. And at XXXX I get another email from DICKS Sporting Goods saying the items were picked up. I NEVER bought the items online, authorized the charge on my credit card for those items, or picked up the items purchased on my credit card that night. I was home and did not leave my house at all that evening. 

When trying to figure out how my credit card information was stolen and used, I remembered the odd text I got two days earlier from what I thought was USPS. I reviewed the text and realized the text was from an XXXX email account and NOT from USPS. It was then that I realized this text was a fake text and a scam that unfortunately tricked me into putting my information. 

My fraud claim from the Synchrony Bank Fraud Investigation Unit had been denied multiple times even after I called to appeal the decision and sent them copies of the emails I received from DICKS, a picture of the scam text message, and an explanation of what happened. I received a letter from Synchrony Bank Fraud unit saying my fraud claim was denied because the items were shipped to my address, and that I authorized, participated in, or benefited from the purchase. I now have to pay {$980.00} for items I NEVER authorized and items I NEVER picked up or received. According to the emails I received from DICKS, A XXXXXXXX XXXX  baseball bat and a XXXX XXXXXXXX XXXXXXXX XXXX was purchased with my credit card and my name, address, email address were used for the online purchase. I would NEVER purchase those items.Ii do not play baseball and no one i know or in my family does. And i have NO IDEA what a XXXX XXXX XXXX is or what it does. I would NEVER purchase these items. I do not trust that in the future, if my card is stolen and used, that Synchrony Bank fraud unit will do a proper investigation and fear that I will owe money for fraudulent charges again. For this reason, I have canceled my credit card account. I am disappointed in their decision, as I have had this card for many years and never missed my payments. 

I do not believe I should have to pay for items I did NOT authorize from my credit card. I will also not be using or recommending any future credit cards from Synchrony Bank if this issue is not resolved.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,MA,01020,None,Consent provided,Web,12/20/23,Closed with explanation,Yes,N/A,8030636,980.0,-0.9,9,2,5,Smishing,Text,Credit Card,Denied Claim|Victim Blaming,Financial Loss|Trust Revocation,,Regulation Z Violation,USPS|DICK'S Sporting Goods,Synchrony Bank
6e34766a-6e8f-4c26-a2fc-32d09b1ac4db,07/22/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"On XX/XX/year> I authorized DISCOVER BANK to wire {$60000.00} from my personal account to a beneficiary at XXXX XXXX XXXX XXXX. The Federal Reserve wired the funds XX/XX/XXXX ( XXXX XXXX. XXXX ) The funds vanished! 
The intended recipient, XXXX XXXX XXXX of XXXX, New York, say they did not receive said funds. 
A recall letter was sent to XXXX XXXX by Discover Bank. XXXX XXXX XXXX  responded they would make inquiries. 
The funds are still missing!",None,DISCOVER BANK,MA,021XX,Older American,Consent provided,Web,07/22/25,Closed with explanation,Yes,N/A,14807902,60000.0,-0.4,9,1,3,Wire Transfer Error,None,Wire,Funds Missing,Major Financial Loss,,,,Discover Bank|Federal Reserve
0b509728-327e-4323-8d84-308ab0e06835,06/27/21,Mortgage,Conventional home mortgage,Struggling to pay mortgage,None,"Rushmore purchased my loan from XXXX XXXX a predatory lending company that was fined millions of dollars for forcing home owners into foreclosure in 2018. XXXX XXXX only had my loan for a few months because they also purchased my loan from XXXX. During the time XXXX had my loan they did not follow the Federal guidelines and denied that XXXX sent imperative documents such as a completed modification and information about my forbearance I had been placed on. I filed complaints against XXXX and XXXX and XXXX responded with all necessary documents to prove that they in fact did transfer the loan with all the documents and like magic they XXXX found it and said they would expedite the info to loss mitigation and that foreclosure proceedings would be placed on hold. with that being said I filed another complaint because I was suppose to be protected by the 60 day transfer, the forbearance and Covid relief, So I began filing complaints with CFPB, FTC, XXXX, Attorney General, I called Governor Bakers office, and found an attorney who was in the process of seeking homeowners to file a class action suit against XXXX and I joined, Between the complaints. class action and XXXX finding out about my sister social media platform which consist over a million followers they sold my loan to Rushmore. I was so relieved until I researched Rushmore and found that they were even worse than XXXX. I called and spoke to a guy in the loss mitigation department and explained that I havens received a welcome packet and he said to wait until after the! XXXX  to give them some time. I was very pleased with the concern and help this gentle men offered and he assured me they would take care of me not to worry, Now it has been over 2 weeks from that date and I haven't received any paperwork, I called with a hud counselor and the rep told me that it was sent 45 days ago, how conflicting to the first person who told me to wait until after the XXXX XXXX the rep then goes on to ask me for a phone number and email and says we need an address for you to because we do not have one,,,, What you just said you sent a welcome packet out 45 days ago you don't even have a listed address. My loan was transferred on the XXXX and its 2 weeks later and I have no information at all. Now she claimed it would be mailed again but a simple email would of been easier. they are already playing games and trying to buy time to foreclose. I will not stand for these scams they play with homeowners in order to foreclose and take peoples property from them. There are guidelines and they need to follow them. This company scares me more than XXXX XXXX. I ; m going to contact the attorney and file complaints until they follow the proper guidelines, I will also seek an attorney, Im not letting theses scam artist steal my property. I want assistance and for my current situation before the transfer be honored like it is suppose to be,",None,RUSHMORE LOAN MANAGEMENT SERVICES LLC,MA,XXXXX,None,Consent provided,Web,06/27/21,Closed with explanation,Yes,N/A,4494908,0.0,-0.9,10,60,10,Foreclosure Scam/Predatory Lending,Mail/Phone,Mortgage,Predatory Behavior|Conflicting Info|Delayed Documentation|Systemic Inefficiency,Threat of Foreclosure|Housing Insecurity,,RESPA Violation|CFPB Compliance Failure,Rushmore|HUD,
9cbbc207-224b-4b5e-b3ea-23dcecf4caf1,10/01/23,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"Commencing on or around XX/XX/, I fell victim to multi-layered scam operation run by XXXX XXXX which involved me making deposits for a total amount of XXXX USD from my CEX.io account to fraudulent investment firm ( s ).",Company believes complaint caused principally by actions of third party outside the control or direction of the company,CEX.IO CORP.,MA,02780,None,Consent provided,Web,10/05/23,Closed with explanation,Yes,N/A,7646499,0.0,-0.7,8,0,1,Pig Butchering,Digital,Crypto,,Loss of Funds,Investor,,CEX.io,
debe313d-be1f-493f-9fa5-ba6c8b954f65,08/13/23,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,I received multiple requests for payment on a debt that does not exist from transworld systems incorporated. Transworld systems incorporated is a fake company & requesting money that does not legally belong to them in any way. Don't fall for this scam company.,None,TRANSWORLD SYSTEMS INC,MA,012XX,None,Consent provided,Web,08/13/23,Closed with explanation,Yes,N/A,7393015,0.0,-0.8,4,0,1,Phantom Debt Collection,Mail/Phone,None,Fraudulent Collection,Harassment,,FDCPA Violation,Transworld Systems Incorporated,
af2a8882-70e7-4d50-92b3-e0b8b60f2f24,08/20/21,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"XX/XX/XXXX : {$1000.00} XX/XX/XXXX : {$1000.00} XX/XX/XXXX : {$500.00} I was scammed out of {$2500.00} for an apartment on XXXX. As soon as I found out I went and filed a police report, printed out all the e-mails and gave them to Citizensbank. Citizensbank turned around and told me there is nothing they can do.",None,"CITIZENS FINANCIAL GROUP, INC.",MA,01801,None,Consent provided,Web,10/19/21,Closed with explanation,Yes,N/A,4649480,2500.0,-0.8,7,1,2,Rental Scam,Email,Bank Transfer,Denied Claim,Housing Insecurity,,Reg E Violation,,Citizens Bank
60900449-1ba1-4c79-b884-24ef34022656,12/07/23,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"I applied for a job as a mystery shopper from Indeed. Ad said they would be sending a letter by XXXX with instructions. 

Two days later ( Thursday, XX/XX/XXXX ) I received the XXXX  package. Enclosed is a letter with XXXX XXXX letterhead with instructions for surveying one of several listed places and the e-mail address to send the reports to and a couple numbers for texts. I was to deposit the check for {$2000.00}, and then buy three {$500.00} XXXX gift cards, take a picture of front and back of cards and submit each of the card pics with each report. 

I deposited the check through my phone on Friday, XX/XX/XXXX. I called Saturday afternoon, XX/XX/XXXX, Citizens Bank. I explained my situation to the representative. I told her about the check and that I was afraid it was a scam so it was crucial to know whether or not this check is clear or will clear. She said it cleared and it's safe to get cards. I re-asked and she reassured me that "" it's absolutely no problem. '' ( There is a recording of the conversation with the rep ). 

Feeling confident that it must not be a scam, I went to XXXX in XXXX and bought one {$500.00} gift card. I saved the receipt. They were limited to selling one, so I bought two more at XXXX in XXXX. I opened the gift card, took pices, front and back, of all three XXXX gift cards, wrote two reports ( one for XXXX and one for XXXX ) along with a report with requested information ( cashier 's name, attitude and date and time ) and send it to XXXX. I wrote a text back to scammer at text, "" What do you want me to do with the cards, '' and of course I never heard back from him. 

Monday, XX/XX/XXXX, I went to Citizen 's Bank in XXXX to withdraw money from my account ( I had {$630.00} in account ). I was negative- {$240.00}. The {$2000.00} check had bounced so my account was cleared out, the {$1500.00} for the three gift cards, and the {$630.00} already in my account. And I got a whole bunch of "" insufficient funds '' charges. 

When I discovered I was negative, I went to my branch of Citizens Bank in XXXX, on XXXX XXXX XXXX. I asked to speak with the manager, XXXX XXXX XXXX. I told her the whole story and she typed the report in her computer and said she sent it off to the Fraud Department. She said there was a recording of the conversation with the rep so hopefully it would work out in my favor. She told me they would probably get it it the next day. 

I didn't hear from anybody so I reached out to XXXX and asked if she could give me the Fraud Department number. She said she couldn't but she gave me the email address, XXXX ( which I don't think would be very helpful ) and I wrote them three letters explaining my situation and asking where they stood with the investigation. I didn't hear anything back. Then I thought to call Citizen 's Bank, Office of the Chairman ( and I spoke with XXXX XXXX. She said she would reach out to the claims department and see if that would help. She called me yesterday, XX/XX/XXXX, to say the claims were denied. The problem is my complaint is more intricate, is that I looked to the expertise of Citizen 's Bank to tell me whether it was safe to make these purchases. I figured they would either know at the outset it was fake, or knew that the process of clearing a check is ( 2-7 days, I was later told ). I counted on the representative.

Desired Outcome : Be reimbursed the {$2100.00} that got cleared out of my checking account.

I have in my possession the three gift cards and their envelopes, instruction letter, check, and receipts for purchases. 

Thank you in advance for your help.",None,"CITIZENS FINANCIAL GROUP, INC.",MA,026XX,Older American,Consent provided,Web,12/07/23,Closed with explanation,Yes,N/A,7965634,2100.0,-0.7,8,10,6,Mystery Shopper Scam,Text,Gift Card,Denied Claim|Misleading Information|Poor Customer Service,Financial Hardship,Job Seeker,Misleading Bank Guidance,Indeed,Citizens Bank
8d4eacbb-a5fd-4d3e-9177-940277194c83,08/27/25,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,"Dear CFPB Team, I am filing a complaint regarding Indigo/XXXX  XXXX XXXX concerning an unauthorized credit card account and improper billing. 

I recently completed a pre-approval check with Indigo but never submitted a full application or requested that an account be opened. Shortly afterward, I unexpectedly received a credit card in the mail with instructions to activate it. Since I never applied for this card, I believed it to be a scam and immediately shredded it without activating. 

Today, I received a billing statement from Indigo mailed to my old address and using my old last name ( I changed my last name last XXXX ) requiring me to pay an annual fee and credit protection fee totaling {$250.00}. This is highly concerning, as : I never applied for or authorized this account. 

I never activated or used the card. 

I only completed a pre-approval check, which should not result in an open account or charges. 

This situation appears to be either a serious error or potential fraudulent activity. I am requesting the CFPBs assistance in ensuring : Indigo/XXXX immediately closes this unauthorized account. 
Investigate how this account was opened without my authorization, especially with outdated personal information. 

All associated charges and fees are removed. 

No negative impact is made on my credit history or credit score. 

Written confirmation is provided that I am not responsible for this account or any fees. 

I am very concerned about the potential damage to my credit history and the stress caused by this improper billing.For your records, please note that I would also like filing a formal complaint with my states Attorney Generals office to ensure this issue is resolved. 

Thank you for your assistance in resolving this matter. 
Sincerely, XXXX",None,"CLGF Holdco 1, LLC",MA,02151,None,Consent provided,Web,08/27/25,Closed with non-monetary relief,Yes,N/A,15559171,250.0,-0.6,6,30,1,Identity Theft / Unauthorized Account,Mail,Credit Card,Unauthorized Account Opening,Credit Score Damage,,FCRA Violation|Unauthorized Billing,Indigo,
6dedae60-b9b3-44f1-b2a2-c4b8917938ee,03/05/22,"Payday loan, title loan, or personal loan",Payday loan,"Was approved for a loan, but didn't receive the money",None,"Pretty there is someone out there using capital 1 to scam people that have applied for personal loans. I got a text that started like this. 

Dear customer We are happy to inform you that CapitalOne has approved your loan. 

Loan Approval ID - XXXX Loan upto {$8000.00} Period upto 48 months If youre still looking for loan so reply YES or CALL on ( XXXX ) XXXX Thanks & Regards, XXXX XXXX Loan Manager. 


They would proceed to send 900 to my bank. Then asked for it back in target gift card to confirm my bank. Then I sent them the gift cards and 2 days later the amount that went into my bank bounced. They would proceed to apologize and say that was in error by accounting. Deposit a larger amount and ask me to send them the difference. I knew something was up then and had my bank stop all transactions and they are looking into it. This is the persons phone # ( XXXX ) XXXX and they will pose as a loan person from capital one every time they pick up. I asked for a contact manager and they said it was XXXX XXXX phone # ( XXXX ) XXXX. XXXX in accounting department in finance. Email is XXXX. I called that number and that person picks up stating they are a capital one manager. Please investigate this or if there have been other reports like this and let me know. If you need my bank to get copies of the payment that went in or the target gift card details I would be more than happy to provide.",None,CAPITAL ONE FINANCIAL CORPORATION,MA,01844,None,Consent provided,Web,03/05/22,Closed with explanation,Yes,N/A,5287847,900.0,-0.5,7,2,3,Loan Scam,Text,Gift Card,,Financial Loss,Job Seeker,,Target,Capital One
bb943f78-bc8a-4662-a7e1-beb6bff9aca7,06/17/25,Debt collection,Telecommunications debt,Attempts to collect debt not owed,Debt is not yours,I keep getting calls and emails from credit control saying that I owe XXXX XXXX  for a phone that I financed from them and I called XXXX three times and was told the same thing said I do not owe them nothing and for me to block the credit control number that it is a scam and they keep calling and harassing me,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Credit Control, LLC",MA,02301,None,Consent provided,Web,06/17/25,Closed with explanation,Yes,N/A,14117470,0.0,-0.9,5,14,3,Debt Collection Scam,Phone,Debt Settlement,Harassment,Emotional Distress,,FDCPA Violation,Credit Control,
2e2bbe87-cf5e-44b7-ac2d-9dbca99045a8,02/25/23,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"On XXXX XX/XX/2023 at XXXX XXXX, an individual called me directly from the "" XXXX XXXX XXXX XXXX '' and the number popped up on my phone as XXXX 's number, XXXX. The individual stated that there were some potential fraudulent transactions made with my debit card, namely an attempt at a XXXX XXXX in South Carolina for {$940.00}. I confirmed that I did not make that transaction as I am overseas at the moment. The individual then stated that they would need to verify some information on my account to begin the process of processing the fraud and returning the funds to me. Thus far, the individual was not as smooth as XXXX employees generally are, but was saying the same things that XXXX would in this instance. I figured- it's a weird job market right now, maybe he's new. 

The individual asked for my XXXX number, which I provided. He then wished for me to provide my mobile phone provider and claimed that it was part of a new security initiative. It seemed odd, so we went back and forth for the better part of 10 minutes on this point as I was unwilling to disclose my mobile phone provider as it seemed completely irrelevant to a checking account/debit fraud. He insisted that it was a new security measure that that most customers were providing this information. I stated that I would decline the protection associated with the mobile phone provider. At this point, I was rather irritated and stated that "" we should just cancel my debit card all together and issue me a new one. '' The individual stated that we could do this, but then noted that an attempt was just made to transfer funds from my XXXX account to a third party using Zelle in the amount of {$1000.00}. As I only used Zelle once or twice in the past - and about XXXX years ago - I did not have an appreciation for how quickly transactions process or what a XXXX XXXX employee could "" see '' with regards to the XXXX/Zelle XXXX XXXX 

The individual stated that I would need to use Zelle to initiate the return of funds to myself and that he would walk me through it. He provided instructions and I again became frustrated and suspicious- and should have trusted my gut and hang up - but continued when he confirmed that he was calling from the XXXX number which bought him just enough confidence on my end to complete the "" reversal '' ( details below ). 

Prior to concluding the call, the individual stated that I was to cut up my current debit card and that a new one would be sent out immediately ( same timeline as XXXX typically does ). He took my address ( XXXX XXXX, XXXX ) to send the new card to ( not my home address, as I will be overseas for a bit longer ). So, though super annoying, it seemed just legit enough. The individual stated that my accounts would "" refresh '' and that the funds would reappear within 2-3 hours, that I would receive a text message when the accounts were resolved, and that I should expect someone from the fraud department would call within 24 hours to confirm that all was resolved - that I should be on the look out for this call and that it would be at the same time as the current call tomorrow. This is when it went from feeling off for XXXX to knowing that I was taken/scammed as XXXX never provides these types of instructions/follow-ups. 

Shortly after hanging up with the individual, I called XXXX directly to confirm if someone from their fraud department had contacted me- no. So I worked with the XXXX security folks to change out passwords, file the fraud complaint, and confirm that my accounts were in good standing. After completing my call with actual XXXX, I sent a funds transfer request to the fraudster using Zelle with a threat ( motivation can be a good thing ) and have since received XXXX calls from them ( none of which I answered ) and XXXX call from a different number ( all numbers below ). 

Separately, I received a text message from XXXX ( my mobile phone provider ) with a security code used to verify my account, so it is clear that the individual was attempting to access my account. I have since changed my password, so hopefully it shuts him down on that front. 

I completed the online Zelle fraud report via their online form on XXXX XX/XX/2023 and requested the fraudster/recipient 's IP address, bank name, and back account number. Zelle replied to the form that they would not share information about the transaction 's participants with individuals, but will share the information with the appropriate banks. The company, Zelle, takes no accountability for their roll in the scam, make any attempt to retrieve funds, nor cease the scammer 's ability to continue to operate on their platform. 

Key Data : XXXX XXXX  : Received call from XXXX ( "" XXXX '' ) ( note : it did not appear as "" XXXX '' in all CAPS as it should have for "" real '' XXXX ) XXXX XXXX  : Call completed Zelle receiver : "" XXXX '' at XXXX Total sent via Zelle : {$1000.00} Zelle ( transaction ) ID : XXXX XXXX Confirmation ID : XXXX XXXX XXXX XXXX Received call from XXXXXXXX XXXX XXXX : Received call from XXXX XXXX '' XXXX XXXX XXXX : Received call from "" XXXX '' XXXX XXXXXXXX XXXX  : Received call from "" XXXX '' XXXX XXXX EST : XXXX call from "" XXXX '' XXXX XXXX XXXX XXXX Received call from "" XXXX '' XXXX XXXX XXXX : Received call from "" XXXX '' XXXX",None,"Early Warning Services, LLC",MA,023XX,Servicemember,Consent provided,Web,02/25/23,Closed with explanation,Yes,N/A,6617056,1000.0,-0.7,9,1,5,Bank Impersonation,Phone,Zelle,Failure to Investigate,Financial Loss,Expat/Overseas,Reg E Violation,,Zelle
9e03c317-1947-4786-9662-b59c8a22a377,12/27/23,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,None,"In XXXX, I got a loan through Comenity - XXXX XXXX XXXX XXXX. Since obtaining the loan, I have been paying with Comenity 's XXXX XXXX online system. The system requires scanning a QR code every month in order to make a one-time payment. Supposedly you can make an online portal account and do paperless billing online every month through that account. I have tried every month since getting the loan, but the system always tells me that they can not find my account number, and the way the page is worded led me to believe this is because the account is not a credit card. My bank does not offer paper checks, so paying by scanning a QR code in order to enter the portal every month is the only way I can pay. 

It is worth noting that this QR code was only on my paper statements early on, meaning that I can not pay using newer statements ( that don't have the QR code ) and that I can only pay if I PHYSICALLY HAVE THE QR CODE WITH ME. This has caused multiple issues in the past, and I corresponded with Comenity about the fact that I missed a payment in XXXX because I could only pay with a QR code that wasn't in my possession at the time, as I was out of state assisting with a death in the family and expecting that I could handle my account online. Comenity did not think that the XXXX code setup was problem and left the derogatory mark on my credit for XXXX. 

In XXXX of this year ( XXXX ) the QR code for the XXXX XXXX page stopped working. It no longer brings me to the correct page when I scan it. It brings me to a page where I need to input my account number, which is a problem because the online services STILL do not recognize my account number as being associated with a real account. I have tried working with customer service and they confirmed that my account number, ZIP, and SSN ( required to get an online portal account or do ANYTHING online with your account ) are correct. The website will not allow me to use any online services, effectively cutting off any options I have to pay my bill. 

At this point, I have derogatory remarks from this company purely because of the difficulty I have had with my account since it was created. It was already UNREASONABLY difficult to pay my statement every month. Now it is impossible. 

I spoke to three customer service reps on XX/XX/XXXX in an attempt to fix my account and get my payments current. One customer service rep told me that I couldn't log in because my account wasn't actually associated with Comenity, and did not elaborate on who, in that case, actually owns my account. After that exchange, she offered to take my bank info over the phone in order to pay. I hope you will understand why I was extremely reluctant to use that option. At this point, I have no idea who actually owns this loan, why my account number shows up as incorrect when I try to log in, or how on earth I am supposed to settle my statement securely with ... WHOEVER it is that is sending me bills every month. ( The bills say Comenity, and it is Comenity who issued the derogatory remarks on my credit history. ) I have no idea if the company is just inept, or if this is an extremely confusing scam attempt.",None,"Bread Financial Holdings, Inc.",MA,01040,None,Consent provided,Web,12/27/23,Closed with explanation,Yes,N/A,8067603,0.0,-0.8,8,180,4,Predatory Billing / Inept Servicing,Mail,QR Code,Systemic Failure|Poor Customer Service,Credit Score Damage,Bereaved,Fair Credit Billing Act|FCRA Violation,Comenity,
f26eea3d-fdb4-4dac-bd60-53664c50c741,12/07/23,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"Hello On XX/XX/XXXX i was trying to purchase an animal from the website XXXX 
I received an email from XXXX with the amount of {$200.00} with the invoice of a payment where was saying that i can pay with PayPal. Ive been asked to send the money as friends and family opition so they dont get a fee. They gave me So i proceed with the order and transfered the money to where i was asked. After that i received an aditional email saying that i have to pay an extra fee for the animal because it got stuck at the post due to some quarantine. Thats where i realised i was scammed. First i tried to contact a person who i sand money he said he doesnt know anything about it and he was asked by a friend just to cash money. Than i contacted paypal they said that they do not cover those transactions and i should contact my bank. So i did and my bank said that they can not do anything about it. So im reaching out to file a complaint",None,"Paypal Holdings, Inc",MA,024XX,None,Consent provided,Web,12/07/23,Closed with explanation,Yes,N/A,7958133,200.0,-0.7,5,1,3,Pet Scam,Email,PayPal Friends & Family,Denied Claim,Financial Loss,,,PayPal,
151a1d4f-395f-4649-be88-423c4ad55b51,12/06/24,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"I was unable to access my old CashApp account because my phone number was no longer active. I contacted support, and they advised me to create a new account and verify my identity so they could transfer my funds. After submitting my passport for verification and my identify being verified, I received a message stating : "" Your request to access this account was not approved. For security reasons, we can not reverse this decision and are unable to provide additional details. '' They are now refusing to let me provide further information or recover my funds. This feels unjust and potentially illegal, as they can not simply withhold my money without resolution.",None,"Block, Inc.",MA,01960,None,Consent provided,Web,12/06/24,Closed with explanation,Yes,N/A,11055272,0.0,-0.8,7,7,2,Account Lockout,App,CashApp,Account Freeze|Poor Customer Service,Access to Funds,,Unfair Acts or Practices,CashApp,
0e5d6955-aa4f-4eb4-a095-ddaa01bf5da4,12/28/23,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,In the process of selling a product on XXXX  a scammer began the purchasing process with me. I received emails with instructions from a fake XXXX account. The scammer sent numerous emails requesting that I send money to the fake XXXX account that was provided. I realized it was a scam once she requested to see my checking account. In total I sent XXXX to the scammer. I provided the screenshots of our conversations and the bank denied my dispute.,None,INDEPENDENT BANK CORP.,MA,02136,None,Consent provided,Web,01/04/24,Closed with explanation,Yes,N/A,8066830,0.0,-0.6,6,1,1,Online Marketplace Scam,Email,Bank Transfer,Denied Claim,Financial Loss,,,,
ea632d80-1d5a-4cd3-9750-9c54a74b8083,07/04/23,Credit card or prepaid card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,"I have been a victim of a scam by a dental practice. ( XXXX XXXX  ) Located in XXXX Florida They deceived me into paying for services that were never provided and presented plans that are not even offered by XXXX XXXX. I took action by filing disputes with my bank twice, providing substantial evidence to support my claim of not receiving the promised services. I have provided text messages of plans offered and not rendered. It is deeply unfair that the bank has not supported me in this matter, considering I was not provided the services I paid for. Despite reaching out to them numerous times, I have been continuously redirected from one department to another, without any resolution or answer. I strongly believe that the bank should prioritize its customers. The appropriate method for conducting a XXXX consultation is through an in-person visit rather than over the phone, where pictures are provided to a coordinator. It's important to note that a coordinator is not a doctor, and their expertise may not be sufficient for an accurate assessment.",None,"Bread Financial Holdings, Inc.",MA,018XX,None,Consent provided,Web,07/04/23,Closed with monetary relief,Yes,N/A,7197342,0.0,-0.9,6,30,5,Service Not Rendered,Phone,Bank Transfer,Denied Claim|Poor Customer Service,Health/Medical Impact,,Billing Dispute Failure,Dental Practice,
0c7d9465-6ca2-4923-aabf-05f48f8a4fd4,06/27/20,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,"I made 2 withdrawals from a Santander. Bank ATM in XXXX MA XXXX store ( has their logo on it and is verified as theirs ) on XX/XX/ Tuesday. I withdrew {$400.00} and {$60.00}. This indeed came out of my checking account with this bank Santander. {$260.00} of that amount was fine. {$200.00} of that money was deemed counterfeit by XXXX XXXX XXXX on XXXX XXXX XXXX XXXX MA XXXX on XX/XX/XXXX. I am now out {$200.00} because that money that was disbursed by this bank 's ATM vendor ( their vendor so their issue to assist me ) was taken out of my account but is not valid money. This is not my fault and is not fair as I never filed this claim prior to all my years banking so I am not trying to scam or get money that isn't mine. To get this rectified, I called Santander Bank customer service ( 2 hours of working with them ) on XX/XX/XXXX. They opened claim XXXX. I called back on XX/XX/XXXX to check status. Find out it is denied. Have this escalated with customer service rep XXXX this day, he expedites and escalates to his manager XXXX in claims who is working with manager of Investigations team. New claim number is XXXX. Call back to check status XX/XX/XXXX. Find out denied again. Work with XXXX in claims again XX/XX/XXXX under claim XXXX for this same issue. I advised if they can not assist me, I will be moving all my accounts to a local credit union ( my checkings account, my credit card that I paid off with Santander, my husband 's account ). I am a good person with a good record. I am a hardworking tax paying citizen. I always want to do what is right and I never have tried to harm or scam anyone in my life. My past will show this, my bank records show this. I am not asking for anything back that is unreasonable. I just want the money that was counterfeit because it was taken out of my account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SANTANDER BANK, NATIONAL ASSOCIATION",MA,015XX,None,Consent provided,Web,06/27/20,Closed with explanation,Yes,N/A,3718907,200.0,-0.8,8,5,4,Counterfeit ATM Disbursement,Physical ATM,Cash,Denied Claim|Failure to Investigate,Financial Loss,,ATM Safety/Reliability,,Santander Bank
